User,Trial,Choice_itemID,Choice_itemName,Choice_category,Pref_Purple,Pref_Blue,Pref_Green,Pref_Red,Pref_Orange,Pref_Risk,Pref_Hope,Pref_Safety,Pref_Vitality,Pref_Power,Pref_Literature,Pref_Physics,Pref_Music,Pref_History,Pref_Geography,Pref_Sea,Pref_Desert,Pref_City,Pref_Mountain,Pref_Village,Payoff_Purple,Payoff_Blue,Payoff_Green,Payoff_Red,Payoff_Orange,Payoff_Risk,Payoff_Hope,Payoff_Safety,Payoff_Vitality,Payoff_Power,Payoff_Literature,Payoff_Physics,Payoff_Music,Payoff_History,Payoff_Geography,Payoff_Sea,Payoff_Desert,Payoff_City,Payoff_Mountain,Payoff_Village,EV_Purple,Var_Purple,RPE_Purple,EV_Blue,Var_Blue,RPE_Blue,EV_Green,Var_Green,RPE_Green,EV_Red,Var_Red,RPE_Red,EV_Orange,Var_Orange,RPE_Orange,EV_Risk,Var_Risk,RPE_Risk,EV_Hope,Var_Hope,RPE_Hope,EV_Safety,Var_Safety,RPE_Safety,EV_Vitality,Var_Vitality,RPE_Vitality,EV_Power,Var_Power,RPE_Power,EV_Literature,Var_Literature,RPE_Literature,EV_Physics,Var_Physics,RPE_Physics,EV_Music,Var_Music,RPE_Music,EV_History,Var_History,RPE_History,EV_Geography,Var_Geography,RPE_Geography,EV_Sea,Var_Sea,RPE_Sea,EV_Desert,Var_Desert,RPE_Desert,EV_City,Var_City,RPE_City,EV_Mountain,Var_Mountain,RPE_Mountain,EV_Village,Var_Village,RPE_Village,Regret,Disappointment,Uncertainty
5,5,10.0,Power,Abstract,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,4.0,,,,,2.0,,,2.0,,,,2.0,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,2.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.2,4.2,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,,-1.0,0.357142857
5,6,14.0,History,Disciplines,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,2.0,,,,,3.0,,,,,2.0,,,,,3.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.6,1.8,2.0,0.0,1.0,,1.2,4.2,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,,-0.8,0.357142857
5,7,16.0,Sea,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,,,,,3.0,,,,,2.0,,,,,4.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.04,5.768,2.8,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.0,0.133333333,0.147754137
5,8,12.0,Physics,Disciplines,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.0,,,,,2.0,,,,,2.0,,,,,2.0,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,2.0,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.04,5.768,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,,-0.685714286,0.357142857
5,9,20.0,Village,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,3.0,,,,,2.0,,,,,2.0,,,,,3.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.04,5.768,,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.53,3.682,2.1,,-0.5,0.213583938
5,10,3.0,Green,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,3.0,,,,,2.0,,,,,2.0,,,,,3.0,,,0.0,1.0,,0.0,1.0,,0.9,2.8,3.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.04,5.768,,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.53,3.682,,,0.455555556,0.263157895
5,11,16.0,Sea,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,2.0,,,2.0,,,,,,,2.0,,4.0,,,,,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.628,6.53632,1.96,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.53,3.682,,,-0.63,0.132690756
5,12,2.0,Blue,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.0,,,,3.0,,,,,,,,,2.0,,,1.0,,,0.0,1.0,,1.2,4.2,4.0,0.9,2.8,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.628,6.53632,,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.53,3.682,,,1.467272727,0.192307692
5,13,20.0,Village,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,,,,,,,,,2.0,,,2.0,,,,,,,4.0,0.0,1.0,,1.2,4.2,,0.9,2.8,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.628,6.53632,,0.0,1.0,,0.0,1.0,,0.0,1.0,,2.271,4.90218,2.47,0.0,-0.185,0.169428923
5,14,5.0,Orange,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1.0,,,,3.0,,2.0,,,,,,4.0,,,,0.0,1.0,,1.2,4.2,,0.9,2.8,,0.0,1.0,,0.3,1.2,1.0,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.628,6.53632,,0.0,1.0,,0.0,1.0,,0.0,1.0,,2.271,4.90218,,,-1.640769231,0.454545455
5,15,3.0,Green,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,4.0,,,,,2.0,,,,2.0,,,,,,,2.0,,0.0,1.0,,1.2,4.2,,1.83,4.722,3.1,0.0,1.0,,0.3,1.2,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.628,6.53632,,0.0,1.0,,0.0,1.0,,0.0,1.0,,2.271,4.90218,,,0.576428571,0.174764069
5,16,17.0,Desert,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,2.0,,,,,,3.0,2.0,,,,,,3.0,,,,0.0,1.0,,1.2,4.2,,1.83,4.722,,0.0,1.0,,0.3,1.2,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.628,6.53632,,0.9,2.8,3.0,0.0,1.0,,0.0,1.0,,2.271,4.90218,,,0.438,0.263157895
5,17,19.0,Mountain,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,,,,,,2.0,,,,,,2.0,,,,,,3.0,,0.0,1.0,,1.2,4.2,,1.83,4.722,,0.0,1.0,,0.3,1.2,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.628,6.53632,,0.9,2.8,,0.0,1.0,,0.9,2.8,3.0,2.271,4.90218,,0.0,0.410625,0.263157895
5,18,2.0,Blue,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.0,,,,3.0,,,,,,,,,2.0,,,4.0,,,0.0,1.0,,1.14,4.208,-0.2,1.83,4.722,,0.0,1.0,,0.3,1.2,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.628,6.53632,,0.9,2.8,,0.0,1.0,,0.9,2.8,,2.271,4.90218,,,-2.813529412,0.192012289
5,19,16.0,Sea,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,3.0,,,3.0,,,,2.0,,,,2.0,,,,,0.0,1.0,,1.14,4.208,,1.83,4.722,,0.0,1.0,,0.3,1.2,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.4396,6.6151968,-0.628,0.9,2.8,,0.0,1.0,,0.9,2.8,,2.271,4.90218,,,-3.085222222,0.13131637
5,20,3.0,Green,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,3.0,,,,,,2.0,,,,,2.0,,,,,,3.0,0.0,1.0,,1.14,4.208,,2.181,4.99578,1.17,0.0,1.0,,0.3,1.2,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.4396,6.6151968,,0.9,2.8,,0.0,1.0,,0.9,2.8,,2.271,4.90218,,,-1.124842105,0.166783971
5,21,18.0,City,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,,,,,,3.0,,,,,,,2.0,,,,4.0,,,0.0,1.0,,1.14,4.208,,2.181,4.99578,,0.0,1.0,,0.3,1.2,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.4396,6.6151968,,0.9,2.8,,1.2,4.2,4.0,0.9,2.8,,2.271,4.90218,,0.0,1.7614,0.192307692
5,22,3.0,Green,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,4.0,,,,,,2.0,,2.0,,,,,,,,2.0,,0.0,1.0,,1.14,4.208,,2.7267,5.6575322,1.819,0.0,1.0,,0.3,1.2,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.4396,6.6151968,,0.9,2.8,,1.2,4.2,,0.9,2.8,,2.271,4.90218,,,-0.50347619,0.150205807
5,23,20.0,Village,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2.0,,,,,,3.0,,,,2.0,,,,,,,,3.0,0.0,1.0,,1.14,4.208,,2.7267,5.6575322,,0.0,1.0,,0.3,1.2,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.4396,6.6151968,,0.9,2.8,,1.2,4.2,,0.9,2.8,,2.4897,5.0084682,0.729,,-1.570590909,0.16643177
5,24,16.0,Sea,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1.0,,3.0,,,,,,,,,2.0,4.0,,,,,0.0,1.0,,1.14,4.208,,2.7267,5.6575322,,0.0,1.0,,0.3,1.2,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.90772,7.102166432,1.5604,0.9,2.8,,1.2,4.2,,0.9,2.8,,2.4897,5.0084682,,,-0.670904348,0.123423779
5,25,5.0,Orange,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,4.0,,,,,2.0,,,2.0,,,,2.0,,,,0.0,1.0,,1.14,4.208,,2.7267,5.6575322,,0.0,1.0,,1.41,3.938,3.7,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.90772,7.102166432,,0.9,2.8,,1.2,4.2,,0.9,2.8,,2.4897,5.0084682,,,1.49665,0.202511138
5,26,9.0,Vitality,Abstract,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,2.0,,,,,3.0,,,,,2.0,,,,,3.0,,0.0,1.0,,1.14,4.208,,2.7267,5.6575322,,0.0,1.0,,1.41,3.938,,0.0,1.0,,0.9,2.8,,0.0,1.0,,1.32,2.952,2.4,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,2.90772,7.102166432,,0.9,2.8,,1.2,4.2,,0.9,2.8,,2.4897,5.0084682,,,0.136784,0.253036437
5,27,16.0,Sea,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,,,,,3.0,,,,,2.0,,,,,4.0,,,,,0.0,1.0,,1.14,4.208,,2.7267,5.6575322,,0.0,1.0,,1.41,3.938,,0.0,1.0,,0.9,2.8,,0.0,1.0,,1.32,2.952,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,3.235404,7.340781552,1.09228,0.9,2.8,,1.2,4.2,,0.9,2.8,,2.4897,5.0084682,,0.0,-1.176196923,0.119892841
5,28,17.0,Desert,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.0,,,,,2.0,,,,,2.0,,,,,2.0,,,,0.0,1.0,,1.14,4.208,,2.7267,5.6575322,,0.0,1.0,,1.41,3.938,,0.0,1.0,,0.9,2.8,,0.0,1.0,,1.32,2.952,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,3.235404,7.340781552,,1.23,3.042,1.1,1.2,4.2,,0.9,2.8,,2.4897,5.0084682,,,-1.124914074,0.247402276
5,29,5.0,Orange,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,3.0,,,,,2.0,,,,,2.0,,,,,3.0,0.0,1.0,,1.14,4.208,,2.7267,5.6575322,,0.0,1.0,,1.887,4.44362,1.59,0.0,1.0,,0.9,2.8,,0.0,1.0,,1.32,2.952,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,3.235404,7.340781552,,1.23,3.042,,1.2,4.2,,0.9,2.8,,2.4897,5.0084682,,,-0.594738571,0.183701287
5,30,3.0,Green,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,3.0,,,,,2.0,,,,,2.0,,,,,3.0,,,0.0,1.0,,1.14,4.208,,2.80869,5.672470778,0.2733,0.0,1.0,,1.887,4.44362,,0.0,1.0,,0.9,2.8,,0.0,1.0,,1.32,2.952,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,3.235404,7.340781552,,1.23,3.042,,1.2,4.2,,0.9,2.8,,2.4897,5.0084682,,,-1.890930345,0.149869521
5,31,16.0,Sea,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,2.0,,,2.0,,,,,,,2.0,,4.0,,,,,0.0,1.0,,1.14,4.208,,2.80869,5.672470778,,0.0,1.0,,1.887,4.44362,,0.0,1.0,,0.9,2.8,,0.0,1.0,,1.32,2.952,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,3.4647828,7.45770296,0.764596,1.23,3.042,,1.2,4.2,,0.9,2.8,,2.4897,5.0084682,,,-1.336603333,0.118235413
5,32,18.0,City,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.0,,,,3.0,,,,,,,,,2.0,,,1.0,,,0.0,1.0,,1.14,4.208,,2.80869,5.672470778,,0.0,1.0,,1.887,4.44362,,0.0,1.0,,0.9,2.8,,0.0,1.0,,1.32,2.952,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,3.4647828,7.45770296,,1.23,3.042,,1.14,4.208,-0.2,0.9,2.8,,2.4897,5.0084682,,,-2.258083097,0.192012289
5,33,20.0,Village,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,,,,,,,,,2.0,,,2.0,,,,,,,4.0,0.0,1.0,,1.14,4.208,,2.80869,5.672470778,,0.0,1.0,,1.887,4.44362,,0.0,1.0,,0.9,2.8,,0.0,1.0,,1.32,2.952,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,3.4647828,7.45770296,,1.23,3.042,,1.14,4.208,,0.9,2.8,,2.94279,5.464669418,1.5103,0.0,-0.477218,0.154686951
5,34,5.0,Orange,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1.0,,,,3.0,,2.0,,,,,,4.0,,,,0.0,1.0,,1.14,4.208,,2.80869,5.672470778,,0.0,1.0,,1.6209,4.6009738,-0.887,0.0,1.0,,0.9,2.8,,0.0,1.0,,1.32,2.952,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,3.4647828,7.45770296,,1.23,3.042,,1.14,4.208,,0.9,2.8,,2.94279,5.464669418,,,-2.860056848,0.178540382
5,35,3.0,Green,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,4.0,,,,,2.0,,,,2.0,,,,,,,2.0,,0.0,1.0,,1.14,4.208,,3.166083,5.956314681,1.19131,0.0,1.0,,1.6209,4.6009738,,0.0,1.0,,0.9,2.8,,0.0,1.0,,1.32,2.952,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,3.4647828,7.45770296,,1.23,3.042,,1.14,4.208,,0.9,2.8,,2.94279,5.464669418,,,-0.697627529,0.143754279
5,36,10.0,Power,Abstract,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,2.0,,,,,,3.0,2.0,,,,,,3.0,,,,0.0,1.0,,1.14,4.208,,3.166083,5.956314681,,0.0,1.0,,1.6209,4.6009738,,0.0,1.0,,0.9,2.8,,0.0,1.0,,1.32,2.952,,1.32,2.952,2.4,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,3.4647828,7.45770296,,1.23,3.042,,1.14,4.208,,0.9,2.8,,2.94279,5.464669418,,,0.530994686,0.253036437
5,37,1.0,Purple,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,,,,,,2.0,,,,,,2.0,,,,,,3.0,,0.9,2.8,3.0,1.14,4.208,,3.166083,5.956314681,,0.0,1.0,,1.6209,4.6009738,,0.0,1.0,,0.9,2.8,,0.0,1.0,,1.32,2.952,,1.32,2.952,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,3.4647828,7.45770296,,1.23,3.042,,1.14,4.208,,0.9,2.8,,2.94279,5.464669418,,0.0,1.116244833,0.263157895
5,38,2.0,Blue,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.0,,,,3.0,,,,,,,,,2.0,,,4.0,,,0.9,2.8,,1.098,4.21192,-0.14,3.166083,5.956314681,,0.0,1.0,,1.6209,4.6009738,,0.0,1.0,,0.9,2.8,,0.0,1.0,,1.32,2.952,,1.32,2.952,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,3.4647828,7.45770296,,1.23,3.042,,1.14,4.208,,0.9,2.8,,2.94279,5.464669418,,,-2.053923946,0.191867872
5,39,8.0,Safety,Abstract,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,3.0,,,3.0,,,,2.0,,,,2.0,,,,,0.9,2.8,,1.098,4.21192,,3.166083,5.956314681,,0.0,1.0,,1.6209,4.6009738,,0.0,1.0,,0.9,2.8,,0.9,2.8,3.0,1.32,2.952,,1.32,2.952,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,3.4647828,7.45770296,,1.23,3.042,,1.14,4.208,,0.9,2.8,,2.94279,5.464669418,,,1.140126684,0.263157895
5,40,20.0,Village,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,3.0,,,,,,2.0,,,,,2.0,,,,,,3.0,0.9,2.8,,1.098,4.21192,,3.166083,5.956314681,,0.0,1.0,,1.6209,4.6009738,,0.0,1.0,,0.9,2.8,,0.9,2.8,,1.32,2.952,,1.32,2.952,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.6,1.8,,0.0,1.0,,3.4647828,7.45770296,,1.23,3.042,,1.14,4.208,,0.9,2.8,,2.959953,5.465324015,0.05721,,-1.831897333,0.154671289
6,1,7.0,Hope,Abstract,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,,,,,,3.0,,,,,,,2.0,,,,4.0,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,3.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.0,,0.263157895
6,2,19.0,Mountain,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,4.0,,,,,,2.0,,2.0,,,,,,,,2.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.6,1.8,2.0,0.0,1.0,,,-1.0,0.357142857
6,3,2.0,Blue,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2.0,,,,,,3.0,,,,2.0,,,,,,,,3.0,0.0,1.0,,0.6,1.8,2.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.6,1.8,,0.0,1.0,,,-0.5,0.357142857
6,4,6.0,Risk,Abstract,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1.0,,3.0,,,,,,,,,2.0,4.0,,,,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,3.0,0.9,2.8,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.6,1.8,,0.0,1.0,,,0.666666667,0.263157895
6,5,10.0,Power,Abstract,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,4.0,,,,,2.0,,,2.0,,,,2.0,,,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.9,2.8,,0.0,1.0,,0.0,1.0,,0.6,1.8,2.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.6,1.8,,0.0,1.0,,,-0.5,0.357142857
6,6,19.0,Mountain,Places,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,2.0,,,,,3.0,,,,,2.0,,,,,3.0,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.9,2.8,,0.0,1.0,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.32,2.952,2.4,0.0,1.0,,,0.0,0.253036437
6,7,6.0,Risk,Abstract,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,,,,,3.0,,,,,2.0,,,,,4.0,,,,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.53,3.682,2.1,0.9,2.8,,0.0,1.0,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.32,2.952,,0.0,1.0,,1.0,-0.3,0.213583938
6,8,7.0,Hope,Abstract,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.0,,,,,2.0,,,,,2.0,,,,,2.0,,,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.53,3.682,,1.23,3.042,1.1,0.0,1.0,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.32,2.952,,0.0,1.0,,,-1.257142857,0.247402276
6,9,10.0,Power,Abstract,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,3.0,,,,,2.0,,,,,2.0,,,,,3.0,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.53,3.682,,1.23,3.042,,0.0,1.0,,0.0,1.0,,1.02,2.192,1.4,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,1.32,2.952,,0.0,1.0,,,-0.8,0.313283208
